frame_length,rssi,packet_rate,duration,src_mac_freq,dst_mac_freq,deauth_count,label
184,-80.3,89.6,147,6,6,1,0
709,-54.0,245.9,52,7,7,0,0
37,-42.7,607.5,12,152,84,25,1
666,-53.3,277.3,54,44,9,32,0
34,-36.4,466.9,18,46,57,159,1
31,-43.5,317.3,20,129,86,98,1
47,-60.5,71.9,109,4,3,1,0
53,-46.9,142.5,0,101,109,44,1
433,-46.1,170.0,97,4,3,0,0
39,-51.4,284.7,20,126,100,88,1
295,-52.8,90.1,113,11,8,1,0
297,-61.5,29.1,64,6,4,1,0
434,-70.7,47.5,66,11,4,0,0
601,-46.1,93.5,82,7,4,2,0
609,-90.0,135.1,138,6,5,1,0
37,-53.6,396.3,11,100,108,97,1
67,-50.2,143.5,4,91,95,22,1
27,-51.8,222.2,9,58,146,148,1
95,-51.4,211.1,48,43,6,10,0
53,-44.4,513.7,3,100,28,8,1
526,-51.9,34.6,34,4,7,1,0
940,-84.3,218.9,199,6,2,2,0
24,-44.1,255.4,0,83,74,103,1
24,-51.5,577.7,15,147,69,105,1
649,-70.7,66.9,148,13,8,2,0
29,-46.2,442.7,8,178,93,39,1
42,-50.9,533.8,1,78,48,72,1
431,-67.0,173.4,107,9,6,1,0
420,-54.5,37.1,75,7,3,1,0
505,-71.4,28.5,38,8,5,1,1
372,-45.5,234.1,69,9,13,2,0
69,-46.1,115.6,10,31,40,9,1
40,-55.7,120.3,138,9,8,0,0
666,-48.9,51.4,186,7,5,1,0
529,-61.7,23.9,105,6,6,0,0
815,-76.7,16.8,128,8,4,2,0
742,-58.9,13.4,143,7,7,2,0
1212,-63.6,74.1,209,4,7,2,0
458,-50.2,68.8,93,3,5,2,0
40,-47.8,26.4,260,5,5,2,0
36,-52.0,377.7,0,104,141,115,1
24,-42.6,214.5,2,74,36,119,1
394,-60.5,25.9,55,11,4,2,0
969,-63.2,328.6,165,38,7,9,0
25,-60.1,344.5,0,87,108,64,1
538,-43.6,23.1,113,2,10,1,0
59,-46.0,415.8,0,54,52,172,1
614,-60.6,19.1,99,6,6,1,0
717,-69.5,88.4,236,6,6,1,0
40,-35.6,67.5,68,4,9,1,0
29,-45.0,358.8,21,89,79,135,1
34,-45.4,257.0,0,107,49,111,1
39,-50.8,346.7,10,60,102,80,1
424,-44.6,22.6,16,2,5,1,0
1096,-60.5,10.5,111,2,8,1,0
951,-40.7,17.9,214,5,6,1,0
431,-60.1,85.7,146,10,5,1,0
717,-48.3,165.9,68,7,4,1,0
786,-79.8,55.2,146,9,4,3,0
802,-54.1,27.6,113,5,8,3,0
509,-55.4,101.3,143,13,4,0,0
139,-45.0,121.7,14,38,86,30,1
558,-71.8,286.0,115,37,5,9,0
86,-61.5,86.6,31,5,4,1,0
116,-56.4,105.9,4,48,77,14,1
273,-64.2,109.8,79,5,6,3,0
25,-65.2,362.8,7,49,89,77,1
81,-46.3,166.4,0,134,86,8,1
47,-37.1,342.9,12,103,71,121,1
711,-61.3,55.1,134,9,5,0,0
137,-48.7,193.9,12,43,50,34,1
29,-42.9,496.5,0,138,89,72,1
462,-79.5,92.1,145,1,2,0,0
37,-64.6,665.8,14,144,88,104,1
228,-74.7,43.2,64,7,7,2,0
611,-62.6,85.1,138,5,7,2,0
683,-68.7,189.8,169,5,6,3,0
205,-64.7,83.5,80,4,6,1,0
396,-59.1,37.4,163,10,6,3,0
107,-61.6,87.4,9,156,59,24,1
31,-46.7,632.6,10,84,46,125,1
821,-61.7,75.8,104,3,6,0,0
649,-75.4,386.2,190,38,7,22,0
57,-57.6,387.8,4,25,33,53,1
768,-67.3,146.2,107,8,4,3,0
988,-70.7,127.2,128,8,5,0,0
243,-68.6,47.8,112,8,3,1,0
46,-50.3,410.3,0,85,73,101,1
248,-67.7,227.3,138,4,5,3,1
139,-50.3,104.0,4,126,47,9,1
46,-52.2,605.2,17,15,64,105,1
129,-63.8,376.7,135,42,8,28,0
40,-56.6,84.0,135,2,10,2,0
40,-64.5,139.8,96,8,11,3,0
24,-55.4,807.5,21,135,61,128,1
45,-48.6,43.4,66,8,5,0,0
40,-59.3,120.2,191,4,3,2,0
42,-54.6,421.4,2,144,49,185,1
24,-38.6,423.8,11,75,69,170,1
29,-25.0,241.5,2,55,118,127,1
224,-35.3,65.6,0,6,8,1,0
33,-36.9,159.7,0,55,10,98,1
33,-48.2,60.0,7,26,66,128,1
583,-87.6,97.0,98,6,6,2,0
698,-81.6,138.2,84,9,7,1,0
33,-56.6,202.5,0,144,18,99,1
350,-61.0,49.2,120,3,6,0,0
35,-58.0,615.4,4,143,36,150,1
432,-60.4,56.2,150,3,4,5,0
672,-51.4,112.9,118,5,10,2,0
522,-64.6,17.5,0,6,4,1,0
436,-56.3,38.6,122,4,7,1,1
731,-79.9,43.8,226,9,5,0,0
31,-52.6,380.1,11,78,35,49,1
40,-79.9,200.2,176,7,8,1,0
441,-48.1,94.7,135,6,6,2,0
652,-74.9,82.0,90,6,3,0,0
38,-50.1,423.4,11,119,154,46,1
560,-51.9,48.5,15,2,7,0,0
1023,-80.9,82.6,68,10,7,4,0
98,-66.1,80.5,151,3,9,2,0
63,-46.0,233.3,5,15,128,104,1
1548,-56.8,15.3,111,6,1,1,0
40,-48.9,116.3,61,6,4,1,0
168,-48.5,84.4,153,5,6,0,1
644,-52.8,61.1,0,5,6,0,0
142,-58.3,52.2,13,8,7,1,0
117,-41.4,197.2,7,129,64,22,1
675,-50.4,90.0,64,1,3,0,0
839,-48.0,33.8,27,6,3,2,0
642,-50.1,134.5,0,5,8,0,0
420,-44.9,444.1,186,58,7,24,0
560,-46.9,333.0,79,107,3,10,0
545,-57.1,61.9,62,8,4,1,0
35,-61.5,404.0,6,120,37,138,1
685,-88.9,121.9,89,32,9,18,0
80,-46.2,40.0,0,101,31,13,1
880,-65.9,117.0,114,8,7,1,0
42,-52.9,337.2,0,104,27,58,1
532,-47.9,109.8,42,4,4,0,0
544,-63.7,88.8,99,8,7,1,0
1160,-74.7,86.3,117,3,8,2,0
29,-41.6,376.4,10,80,116,89,0
39,-55.0,481.4,16,102,57,132,1
24,-53.2,236.5,17,156,80,8,1
1007,-56.0,74.8,94,7,3,1,0
293,-66.1,46.9,9,7,6,2,0
36,-50.7,477.5,23,179,40,124,1
27,-36.6,382.2,0,131,167,209,1
35,-39.3,318.4,21,35,83,101,1
265,-55.2,45.6,81,10,6,2,0
866,-61.3,40.4,109,5,5,3,0
658,-39.0,65.8,51,8,6,1,0
112,-34.9,188.9,0,97,36,22,0
536,-95.0,15.8,127,7,6,0,0
865,-66.6,41.7,234,12,5,0,0
45,-41.0,415.5,11,125,71,122,1
148,-44.1,17.5,197,6,5,0,0
1106,-52.3,310.1,94,23,3,24,0
725,-47.9,51.3,86,5,4,0,0
731,-28.8,233.0,168,12,2,26,0
45,-42.8,440.7,11,82,54,141,1
755,-95.0,47.8,213,5,7,0,0
190,-49.7,52.8,116,3,9,2,0
795,-56.2,56.3,143,5,6,1,0
166,-73.8,233.4,102,41,14,4,0
692,-73.0,295.7,123,70,5,24,0
34,-33.4,212.1,2,132,43,34,1
48,-32.8,190.3,4,188,24,13,1
37,-55.1,257.7,15,70,70,84,1
48,-33.0,237.4,14,113,101,61,1
396,-53.3,154.5,207,55,4,9,0
222,-47.2,58.6,120,3,7,2,0
824,-42.0,72.7,168,8,6,3,0
607,-50.2,60.0,33,7,8,1,0
380,-55.1,65.8,86,3,4,1,0
950,-62.9,303.2,80,62,7,11,1
412,-50.1,88.5,152,4,4,1,0
467,-89.3,174.5,201,9,7,1,0
716,-52.3,96.2,122,6,3,1,0
199,-62.5,27.0,37,2,8,2,0
670,-49.4,149.4,136,3,5,2,0
787,-70.3,63.2,41,5,3,2,0
27,-54.3,203.5,2,88,94,144,1
568,-90.0,16.8,161,8,13,2,0
348,-66.7,95.8,222,3,3,1,1
54,-34.3,159.8,1,24,189,33,1
42,-49.9,335.3,6,66,70,112,1
24,-37.2,444.4,0,50,75,142,1
24,-39.1,430.5,18,67,94,93,1
121,-53.4,125.6,9,110,119,18,1
53,-45.1,603.5,13,119,122,94,1
75,-57.9,66.4,3,165,53,17,1
390,-62.2,153.1,49,20,4,4,0
972,-65.4,215.8,31,2,3,1,0
32,-60.3,48.4,0,169,21,22,1
981,-65.9,13.8,113,4,4,3,0
295,-47.1,42.9,214,8,5,0,0
47,-60.9,267.5,3,116,90,135,1
490,-79.4,18.9,118,4,5,2,0
27,-43.7,443.2,8,118,81,139,1
233,-65.0,40.7,178,7,6,1,0
804,-65.7,494.9,149,71,7,17,0
54,-35.8,411.5,14,133,128,99,1
979,-76.3,206.5,144,42,5,26,0
156,-53.1,274.6,13,105,98,19,1
24,-47.1,273.6,1,51,70,151,1
780,-59.9,52.4,147,5,3,0,0
602,-75.1,333.9,73,44,7,23,0
543,-72.3,34.1,159,8,6,2,0
24,-30.1,135.6,12,143,39,71,1
89,-51.4,575.1,12,78,21,113,1
45,-44.3,527.3,8,83,82,171,1
45,-45.2,442.6,16,25,59,156,0
525,-78.8,32.1,206,7,4,0,0
486,-64.5,99.5,106,10,7,1,0
34,-39.5,415.4,6,118,65,157,1
593,-28.0,89.7,109,9,5,0,1
37,-44.7,562.2,7,72,108,99,1
1017,-92.1,137.6,40,8,3,3,0
389,-60.9,33.4,73,6,11,1,0
40,-36.4,32.2,103,8,4,0,0
412,-51.9,45.6,57,4,5,0,0
31,-58.3,319.1,0,15,69,84,1
465,-53.7,58.2,198,4,3,0,0
125,-84.8,55.0,103,7,4,1,0
49,-52.5,446.9,16,15,100,96,1
40,-55.1,489.1,5,82,69,52,1
696,-53.5,61.7,83,6,7,3,0
52,-47.2,222.1,15,154,55,60,1
942,-72.7,19.2,75,6,5,3,0
251,-46.8,40.9,87,9,5,0,0
698,-60.5,77.8,117,8,5,2,0
32,-49.4,488.0,17,34,65,146,1
29,-55.9,365.7,4,134,27,92,1
43,-45.3,60.0,11,81,132,199,1
414,-81.7,172.3,119,27,12,23,0
28,-53.1,429.1,17,118,50,197,1
931,-45.2,123.2,26,4,5,2,0
538,-74.4,87.4,83,3,6,1,0
165,-37.0,78.7,105,7,3,0,0
999,-66.4,181.4,50,3,9,0,0
301,-40.4,28.8,71,8,8,4,0
48,-34.1,451.1,12,116,93,104,1
65,-49.4,404.0,15,61,48,166,1
40,-67.4,49.0,133,2,9,2,0
782,-63.7,62.6,67,9,5,0,0
458,-55.5,334.0,113,53,8,26,0
1183,-66.2,109.0,177,3,6,1,0
40,-40.3,540.8,10,43,102,102,1
764,-55.1,15.9,0,3,8,3,0
711,-63.2,152.2,117,5,2,2,0
318,-95.0,74.1,94,6,9,0,0
35,-49.1,344.0,8,75,58,112,1
580,-64.8,166.3,78,41,3,13,0
1221,-74.3,298.1,57,55,4,31,0
38,-58.6,215.8,6,46,41,86,1
165,-47.7,76.1,215,6,5,0,0
30,-51.7,352.0,16,82,34,138,1
46,-30.4,348.0,17,34,83,189,1
272,-73.6,78.3,138,4,9,3,0
40,-62.7,274.0,126,9,6,1,0
730,-48.7,88.8,37,4,8,1,0
27,-56.6,240.2,18,60,33,112,1
864,-72.8,66.6,181,2,2,2,1
1451,-64.4,54.1,68,6,9,2,0
565,-39.6,80.8,43,5,14,3,0
924,-47.9,44.0,57,5,9,1,0
664,-67.9,118.5,247,5,3,2,0
365,-76.6,370.2,204,55,1,9,0
40,-57.7,224.4,18,149,32,132,0
37,-43.0,565.5,0,80,15,124,1
760,-61.0,347.9,134,24,5,25,0
811,-77.7,89.8,186,4,2,0,0
676,-52.6,126.4,0,8,8,2,0
56,-37.8,124.3,7,84,101,18,1
313,-69.5,46.9,127,7,4,3,0
41,-39.5,160.5,9,73,65,10,1
97,-71.9,20.6,86,8,4,0,0
30,-55.4,245.3,6,100,47,20,0
51,-53.5,350.9,11,77,87,199,1
829,-63.8,19.1,41,5,6,1,0
1405,-52.0,64.0,128,4,9,3,0
898,-42.0,55.5,202,8,7,1,0
24,-43.6,285.0,6,72,55,88,1
43,-51.2,340.5,18,82,43,88,1
616,-67.1,144.2,165,7,6,0,0
40,-61.4,11.4,120,3,9,1,0
31,-55.0,380.7,10,89,81,105,1
531,-68.0,6.7,95,2,7,1,0
53,-50.7,525.0,10,63,45,143,1
734,-28.0,69.5,120,9,8,1,0
584,-80.7,8.7,161,7,7,2,0
39,-47.5,513.2,12,105,77,13,1
24,-55.7,698.2,0,92,47,107,1
28,-57.6,123.3,9,75,78,75,1
74,-44.0,163.7,7,46,139,28,1
40,-50.8,226.0,22,48,59,90,1
25,-39.6,285.2,4,75,96,145,1
736,-64.7,80.0,65,60,9,26,0
96,-60.3,69.1,0,70,101,25,1
31,-55.7,417.8,4,38,116,181,1
782,-56.5,209.5,0,4,6,0,0
857,-51.2,76.2,68,7,10,1,0
460,-59.7,94.3,121,2,10,2,0
245,-57.6,272.7,51,34,9,34,0
24,-58.3,456.4,6,113,48,36,1
1278,-73.9,40.8,146,8,10,1,0
54,-45.5,279.2,3,150,58,129,1
740,-42.5,26.8,39,7,3,0,0
33,-47.0,348.7,11,36,102,92,1
24,-35.0,569.7,13,15,10,149,1
128,-62.0,239.0,25,138,154,18,1
517,-76.0,24.4,185,8,9,0,0
24,-45.6,338.2,16,70,71,100,1
578,-75.3,126.9,122,5,9,2,0
1080,-70.9,49.2,115,9,8,0,0
40,-57.0,49.4,251,4,4,1,0
40,-44.7,282.1,0,78,20,107,1
741,-37.8,233.0,151,10,4,9,0
467,-79.5,36.4,68,11,6,2,0
188,-85.2,47.1,150,3,5,3,0
538,-63.0,82.5,97,5,2,0,0
739,-75.6,155.3,82,8,7,1,0
510,-64.7,91.4,88,7,7,2,0
32,-41.5,358.6,22,98,10,74,1
688,-67.5,29.6,27,4,8,1,0
24,-60.3,496.4,19,38,74,8,1
622,-56.5,68.6,145,7,9,0,0
469,-81.8,25.8,3,11,6,1,0
1068,-61.5,212.5,86,10,3,1,0
564,-81.3,126.1,99,4,7,1,0
787,-57.7,71.1,19,5,13,1,0
64,-25.4,232.3,19,155,138,27,1
31,-55.0,496.9,30,88,20,154,1
54,-64.9,286.3,13,114,36,120,1
150,-56.4,187.1,12,77,95,13,1
55,-45.5,282.2,7,90,103,47,1
590,-59.2,53.5,202,6,7,0,0
32,-44.9,572.0,3,52,68,170,1
663,-67.2,183.1,111,44,9,25,0
1175,-74.9,19.3,81,5,3,1,0
117,-76.6,118.9,76,4,6,1,0
268,-65.2,3.7,64,6,7,2,1
24,-28.4,610.4,3,124,66,139,1
865,-71.6,63.7,108,7,6,0,0
1118,-72.3,31.5,100,6,8,0,0
174,-71.1,45.3,28,4,3,2,0
37,-35.3,433.0,14,138,38,219,1
43,-33.4,322.9,11,18,132,45,1
35,-48.6,314.7,6,81,86,124,1
43,-57.7,385.3,8,16,58,79,1
290,-60.8,125.6,164,9,4,2,0
434,-67.3,187.8,135,6,5,0,0
30,-42.2,237.5,12,54,124,105,1
24,-64.2,417.9,13,165,10,65,1
110,-59.8,142.1,8,113,25,21,1
237,-67.0,306.8,165,4,4,1,0
49,-46.4,443.2,10,174,34,169,1
37,-59.6,416.8,16,54,56,66,1
353,-74.5,79.7,92,11,10,2,0
976,-65.6,63.3,119,6,5,3,0
846,-72.9,31.9,211,3,6,1,0
237,-75.7,51.8,152,8,10,1,0
216,-53.2,76.2,112,6,5,0,0
55,-32.6,669.1,8,30,37,166,1
154,-36.1,117.8,18,65,126,17,1
434,-59.0,102.9,144,11,11,0,0
35,-54.5,343.4,18,153,101,201,1
49,-40.5,176.7,13,154,77,87,1
301,-66.5,121.5,211,7,9,1,0
763,-63.8,69.5,76,10,6,4,0
414,-76.7,40.7,139,7,5,0,0
639,-65.4,165.5,107,8,7,3,0
860,-61.1,174.2,37,3,9,1,0
27,-40.5,292.0,19,21,57,153,1
920,-54.6,37.4,215,6,7,1,0
29,-61.1,573.8,0,162,64,111,1
25,-62.9,320.4,3,49,168,134,1
37,-25.0,557.2,24,108,92,81,1
503,-47.0,310.6,150,27,6,19,0
1150,-38.1,198.2,68,10,8,0,0
1090,-72.5,92.5,80,5,6,4,0
980,-70.4,89.5,101,4,7,1,0
777,-66.3,65.4,105,4,5,0,0
43,-50.3,335.1,11,86,32,65,1
526,-77.8,84.3,178,4,6,0,0
878,-55.9,112.2,7,4,3,2,0
137,-48.6,123.5,0,192,102,25,1
584,-66.3,52.7,65,5,6,0,0
35,-44.1,249.3,1,82,86,179,1
24,-50.6,424.9,0,60,10,84,1
28,-30.4,362.4,7,15,36,53,0
577,-53.1,78.4,139,3,4,1,0
941,-58.0,173.9,138,3,6,2,0
746,-59.2,119.9,133,3,3,1,0
964,-61.3,107.4,137,8,7,1,0
100,-57.6,121.3,0,91,17,31,1
24,-43.5,391.2,0,126,81,151,1
57,-51.9,213.1,0,101,112,170,1
557,-76.4,23.5,101,3,6,1,0
1003,-44.4,102.3,151,8,8,1,0
32,-47.7,236.9,7,101,100,84,1
770,-77.9,41.7,73,6,4,2,0
42,-39.3,165.7,7,68,56,48,1
61,-55.2,328.5,0,167,176,199,1
826,-53.0,216.6,24,10,5,22,0
76,-56.8,224.3,8,161,36,25,1
866,-80.4,64.1,48,8,9,0,0
24,-53.6,502.7,10,18,116,146,1
52,-45.9,506.2,5,15,104,8,1
29,-39.4,275.2,21,41,10,166,1
617,-35.2,68.2,141,11,4,0,0
983,-65.3,37.9,33,7,7,1,0
28,-42.1,276.1,7,70,56,17,1
1024,-56.9,255.7,71,27,5,4,0
645,-68.3,280.3,127,35,4,24,0
24,-54.7,378.3,1,15,90,115,1
32,-39.5,396.7,3,144,29,77,1
722,-55.9,72.9,83,3,5,1,0
302,-45.3,62.0,175,6,4,0,0
36,-50.2,310.9,12,100,10,91,1
40,-48.6,276.8,131,26,4,22,0
24,-59.6,665.4,8,54,142,152,1
724,-72.6,38.0,84,9,11,1,0
631,-77.0,39.4,136,3,7,5,0
301,-76.9,60.7,166,6,6,1,1
201,-62.6,15.4,133,10,4,1,0
40,-48.8,152.0,1,74,31,201,1
93,-59.2,272.1,17,163,22,34,1
412,-70.0,79.9,127,9,4,0,0
37,-42.1,590.8,30,81,131,174,1
35,-37.6,390.9,23,164,64,125,1
46,-69.0,565.7,0,69,50,108,1
594,-70.0,25.6,188,6,6,2,0
108,-50.8,225.9,0,124,40,17,1
690,-63.0,105.6,132,8,8,0,0
60,-41.0,351.8,22,79,87,108,1
914,-73.0,227.1,163,15,8,1,0
40,-67.7,56.3,60,5,6,0,0
714,-65.2,84.1,61,5,2,0,0
1004,-71.6,71.7,166,8,5,1,0
52,-46.5,475.5,0,76,22,21,1
647,-56.0,41.8,19,7,3,1,0
34,-57.0,419.6,0,115,40,35,1
711,-46.3,75.5,143,6,4,1,0
716,-71.9,266.1,197,39,4,14,0
173,-57.0,152.5,176,2,4,0,0
896,-67.0,96.2,98,7,2,3,0
104,-60.7,196.2,14,96,96,41,1
1268,-72.4,199.8,102,3,6,1,0
95,-45.8,109.0,0,112,96,10,1
35,-59.3,305.3,18,39,36,73,1
116,-42.7,182.1,0,135,73,19,1
74,-54.9,219.8,5,144,10,16,1
581,-39.3,131.7,231,3,9,3,0
126,-52.6,164.3,14,115,72,30,1
611,-76.7,23.3,160,5,5,2,0
39,-44.7,363.8,0,101,51,57,1
45,-47.3,222.8,9,84,10,42,1
302,-82.0,26.0,88,2,5,1,0
24,-40.3,349.9,2,155,82,105,1
39,-42.0,433.0,10,110,113,143,1
190,-50.1,138.7,9,79,63,23,1
1036,-68.2,40.3,89,5,2,0,0
813,-62.8,249.2,113,31,6,14,0
39,-36.6,342.2,0,104,34,152,1
1089,-69.5,59.6,155,8,11,0,0
24,-39.8,657.0,13,130,135,36,1
47,-56.7,399.3,9,74,104,123,1
170,-62.0,57.7,12,11,3,0,0
28,-42.9,433.5,4,46,88,200,1
37,-36.3,448.7,14,143,23,169,1
24,-53.7,228.2,11,152,130,59,1
91,-60.3,175.9,16,27,65,34,1
114,-40.8,180.5,1,121,101,25,1
451,-39.1,77.6,0,8,5,1,0
40,-31.3,107.9,144,9,5,3,0
62,-43.0,126.7,19,94,10,41,1
711,-66.1,101.8,157,7,5,1,0
487,-55.0,63.8,136,3,11,2,0
1172,-52.2,105.7,128,8,4,0,0
1066,-79.3,281.7,98,49,4,10,0
80,-37.9,40.0,0,36,82,10,1
40,-61.2,114.8,54,49,2,24,0
47,-53.2,569.6,13,15,15,133,1
45,-71.0,66.9,89,8,4,2,0
40,-40.7,307.2,0,27,111,169,1
24,-36.6,339.1,0,71,115,188,1
38,-54.0,376.0,4,97,117,88,1
56,-42.4,256.9,14,118,108,83,1
40,-51.2,138.0,100,2,5,0,0
33,-42.3,508.6,8,41,59,184,1
111,-36.6,94.5,6,135,10,28,1
42,-34.9,268.2,15,96,102,104,1
796,-56.6,69.5,199,5,6,2,0
452,-80.4,38.3,191,6,3,3,0
45,-42.2,280.3,14,128,86,104,1
708,-62.9,47.5,167,4,5,0,0
30,-48.5,453.4,0,84,41,222,1
1039,-59.9,29.8,34,6,3,1,0
97,-38.1,137.1,11,171,41,28,1
907,-28.5,54.4,131,3,6,0,0
25,-39.9,347.7,16,105,27,216,1
524,-50.7,28.0,205,8,5,2,0
353,-78.9,121.3,173,3,6,1,0
707,-66.3,41.4,240,5,8,3,0
40,-49.7,254.9,148,6,6,1,0
732,-54.5,103.5,128,5,8,2,0
528,-35.8,77.6,95,8,5,1,0
402,-59.6,38.1,218,7,2,1,0
52,-46.1,247.0,4,77,10,104,1
24,-41.5,496.9,10,57,10,119,1
785,-65.9,376.6,211,44,6,12,0
852,-62.9,159.3,130,6,4,0,0
169,-54.8,34.2,39,5,6,3,0
338,-58.8,354.7,91,65,8,17,0
34,-38.2,210.3,5,128,161,150,1
25,-50.5,351.7,10,171,52,88,1
177,-67.4,145.4,44,6,7,2,0
448,-59.0,133.9,183,4,2,1,0
682,-78.4,333.7,31,77,5,26,0
110,-53.8,154.2,4,118,143,24,1
1126,-77.5,40.7,55,6,10,2,0
1047,-52.4,108.3,116,8,10,2,0
24,-47.0,500.7,1,87,41,154,1
24,-54.3,335.9,0,56,105,154,1
985,-65.3,111.6,163,6,7,1,0
24,-44.5,457.6,7,93,116,141,1
34,-35.1,285.2,21,91,26,69,1
389,-81.5,50.4,272,11,10,0,0
953,-55.5,66.9,85,8,10,0,0
869,-59.2,89.5,173,8,6,3,0
40,-58.9,98.7,189,5,3,2,0
24,-45.0,506.7,28,84,48,174,1
332,-51.7,6.8,132,10,3,2,0
40,-36.5,187.9,86,4,7,0,0
24,-55.1,377.4,11,83,86,56,1
24,-50.7,150.3,13,89,80,9,1
185,-63.7,67.0,80,6,4,2,0
506,-81.9,368.4,41,24,6,29,0
397,-76.9,169.7,101,2,6,1,0
1101,-55.2,39.4,215,3,5,3,1
406,-50.7,99.8,232,6,7,1,0
46,-59.8,205.4,8,72,96,39,1
615,-63.4,144.4,103,7,6,1,0
342,-78.2,41.5,197,2,7,2,0
709,-53.1,29.3,104,6,6,1,0
904,-47.4,66.4,61,3,5,0,0
557,-40.4,74.7,253,3,9,3,0
52,-27.5,390.2,9,40,104,136,1
943,-63.6,7.6,105,4,7,0,0
29,-50.6,306.4,3,71,79,77,1
34,-43.6,412.7,9,86,127,144,1
62,-56.6,521.4,4,66,88,135,1
89,-95.0,66.7,110,6,2,2,0
40,-46.9,206.8,11,156,60,56,1
876,-43.7,303.4,69,34,6,21,0
36,-51.9,246.6,16,79,104,122,1
628,-76.8,10.4,94,9,4,0,0
802,-39.1,69.7,86,3,4,0,0
369,-73.3,37.4,141,5,8,2,0
497,-67.7,24.6,43,2,3,0,0
755,-72.7,61.7,185,9,6,0,0
992,-39.1,129.4,149,2,10,0,0
646,-49.6,20.0,132,5,8,0,0
43,-44.2,395.2,7,81,82,188,1
57,-51.1,101.3,19,80,16,29,1
310,-66.4,32.0,155,8,3,2,0
742,-57.4,92.5,0,2,6,1,0
44,-60.8,383.6,0,111,87,220,1
1097,-53.4,99.8,86,7,5,1,0
292,-57.1,257.3,120,88,2,21,0
336,-43.7,91.3,64,1,9,1,0
48,-43.3,479.1,14,47,46,198,1
651,-63.5,25.0,77,6,6,2,0
368,-45.3,42.9,40,7,9,1,0
40,-61.6,34.6,87,7,6,2,0
508,-71.6,33.2,62,8,3,1,0
444,-67.0,304.8,285,33,6,17,0
24,-47.5,198.8,11,126,72,257,1
718,-67.4,135.2,88,7,6,1,0
52,-55.7,22.6,112,7,8,1,0
38,-51.6,327.7,0,143,75,105,1
722,-60.2,132.7,201,8,5,1,0
29,-34.4,182.0,15,21,79,16,1
559,-64.6,41.7,108,5,8,0,1
962,-66.5,37.0,264,11,5,2,0
166,-78.0,231.9,221,53,6,21,0
40,-53.7,66.5,166,8,8,1,0
531,-87.7,28.7,160,6,6,1,0
56,-35.7,507.4,0,15,81,168,1
667,-63.5,91.0,32,11,5,1,0
100,-45.3,249.7,0,42,118,20,1
567,-61.7,44.7,99,6,6,0,0
349,-82.0,21.9,139,5,8,0,0
36,-50.8,389.5,0,76,37,199,1
1492,-54.8,144.9,103,7,9,0,0
135,-79.3,71.3,152,2,3,2,0
103,-51.8,176.6,76,7,6,1,0
34,-43.1,286.8,24,134,87,218,1
31,-53.9,411.2,0,58,130,55,1
48,-50.6,466.8,11,134,76,120,1
596,-63.7,4.3,10,3,2,1,0
33,-59.9,454.9,0,118,61,225,1
102,-58.3,135.6,9,94,10,50,1
724,-37.6,153.4,197,6,5,3,0
619,-47.8,45.7,216,3,7,2,0
426,-64.7,58.8,199,8,5,4,0
87,-50.5,171.7,8,128,75,31,1
659,-49.7,55.6,45,3,3,0,0
488,-78.1,37.8,60,2,5,4,1
40,-62.2,99.4,148,4,3,0,0
896,-38.6,99.7,164,6,1,2,0
952,-66.9,26.6,142,7,11,1,0
105,-48.6,91.0,225,6,4,1,0
42,-44.7,118.5,24,109,23,179,1
1004,-50.9,13.8,62,7,4,2,0
52,-38.5,380.6,0,66,47,161,1
38,-71.8,446.8,17,49,87,78,1
280,-95.0,18.1,3,5,5,2,0
34,-45.1,591.7,2,131,13,155,1
36,-54.4,465.6,0,76,15,117,1
1206,-66.0,83.3,243,7,8,1,0
337,-79.5,93.6,99,4,6,1,0
582,-59.0,30.2,263,4,5,2,0
40,-85.8,116.6,99,3,6,0,0
774,-35.1,96.7,117,7,5,1,0
38,-54.2,526.9,19,97,57,185,1
48,-48.4,495.5,12,156,10,127,1
52,-54.4,510.0,0,142,32,176,1
631,-57.0,136.2,61,5,4,1,0
24,-48.6,541.7,7,41,125,186,1
437,-74.7,39.1,30,10,7,1,0
883,-40.9,71.0,140,6,6,1,0
565,-66.3,13.4,166,4,2,0,0
109,-30.8,88.7,2,116,88,37,1
70,-63.5,62.6,36,6,6,0,0
544,-74.8,52.9,173,3,7,3,0
878,-59.9,71.1,175,10,4,2,0
27,-40.5,571.8,0,66,93,8,1
61,-41.0,85.9,7,165,47,21,1
654,-78.2,68.8,62,8,6,1,0
608,-73.1,85.5,144,5,7,1,0
287,-47.9,71.2,60,6,8,1,0
39,-51.2,489.3,6,150,21,85,1
823,-74.5,169.0,164,5,2,5,0
542,-76.9,126.5,102,4,3,2,0
205,-54.6,175.9,20,90,106,15,1
41,-71.3,564.6,9,15,37,147,1
47,-50.7,507.5,0,93,133,130,1
148,-72.0,119.4,138,7,5,1,0
24,-38.5,401.6,13,109,18,60,1
154,-47.7,143.9,98,5,5,2,0
405,-52.5,14.1,76,6,6,0,0
349,-70.0,28.7,0,7,9,2,1
24,-34.6,306.9,7,46,75,80,1
785,-68.0,64.7,162,7,7,3,0
24,-32.0,510.6,16,120,131,90,1
58,-33.1,198.9,7,41,51,15,1
712,-41.6,16.0,87,6,8,5,0
24,-58.2,237.5,0,117,79,183,1
